,date,open,high,low,close,volume
350,2020-08-14,11779.77,11850.0,11634.03,11760.54,59818.85269700
351,2020-08-13,11564.34,11792.96,11270.36,11780.0,70132.49150200
352,2020-08-12,11392.09,11617.52,11150.0,11564.33,64909.61364400
353,2020-08-11,11892.9,11935.0,11125.0,11392.08,90748.28463400
354,2020-08-10,11681.69,12067.35,11450.0,11892.92,84952.33788700
355,2020-08-09,11761.02,11797.11,11521.97,11681.68,41493.06734200
356,2020-08-08,11594.36,11808.27,11512.0,11761.41,41858.16104000
357,2020-08-07,11762.47,11909.94,11322.0,11594.23,65755.92602200
358,2020-08-06,11744.91,11900.0,11562.5,11762.46,63529.08502000
359,2020-08-05,11191.99,11780.93,11093.0,11744.91,74970.25685200
360,2020-08-04,11219.68,11414.98,11000.0,11191.97,58629.11370900
361,2020-08-03,11071.36,11473.0,10936.0,11219.81,56931.84147500
362,2020-08-02,11801.17,12123.46,10518.5,11071.35,97553.07760400
363,2020-08-01,11335.46,11861.0,11220.0,11801.17,85087.48512600
364,2020-07-31,11099.79,11444.0,10960.0,11335.46,70063.66097400
365,2020-07-30,11100.52,11170.0,10831.0,11099.61,60794.82645600
366,2020-07-29,10906.27,11342.82,10812.0,11100.53,76838.09423300
367,2020-07-28,11029.96,11242.23,10565.0,10906.27,97267.73418700
368,2020-07-27,9931.54,11394.86,9917.21,11029.96,150188.93314400
369,2020-07-26,9700.42,10111.0,9650.0,9931.54,65279.26931900
370,2020-07-25,9538.1,9732.9,9513.0,9700.42,40679.54541600
371,2020-07-24,9603.27,9637.0,9463.44,9537.8,43931.13620500
372,2020-07-23,9518.16,9664.0,9440.33,9603.27,51856.23350000
373,2020-07-22,9390.0,9544.0,9261.0,9518.16,48815.00410700
374,2020-07-21,9160.78,9437.73,9152.8,9390.0,60413.58248600
375,2020-07-20,9208.99,9221.52,9131.0,9160.78,35458.76408200
376,2020-07-19,9170.3,9232.27,9101.35,9208.99,26052.01941700
377,2020-07-18,9154.31,9219.3,9121.1,9170.28,22554.54145700
378,2020-07-17,9133.72,9186.83,9089.81,9154.32,28054.35874100
379,2020-07-16,9197.6,9226.15,9047.25,9133.72,43375.57119100
380,2020-07-15,9255.85,9276.49,9160.57,9197.6,39053.57966500
381,2020-07-14,9242.61,9279.54,9113.0,9255.85,45772.55250900
